V : 0.08  , I : 0.65  , P : 0.05  , D : 0.00
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.73  , I : 1.05  , P : 20.72  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.73  , I : 0.95  , P : 18.74  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.73  , I : 0.90  , P : 17.76  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.73  , I : 1.15  , P : 22.69  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.73  , I : 0.90  , P : 17.76  , D : 0.25
V : 19.73  , I : 1.05  , P : 20.72  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 1.10  , P : 21.82  , D : 0.24
V : 19.83  , I : 0.90  , P : 17.85  , D : 0.24
V : 19.83  , I : 1.00  , P : 19.83  , D : 0.24
V : 19.87  , I : 1.05  , P : 20.86  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.83  , I : 1.00  , P : 19.83  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 1.05  , P : 20.83  , D : 0.24
V : 19.87  , I : 1.05  , P : 20.86  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.87  , I : 1.00  , P : 19.87  , D : 0.24
V : 19.83  , I : 0.90  , P : 17.85  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.87  , I : 0.95  , P : 18.88  , D : 0.24
V : 19.87  , I : 0.95  , P : 18.88  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 1.10  , P : 21.74  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.73  , I : 1.10  , P : 21.70  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.73  , I : 1.10  , P : 21.70  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.83  , I : 0.85  , P : 16.86  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.83  , I : 0.95  , P : 18.84  , D : 0.24
V : 19.87  , I : 0.85  , P : 16.89  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.87  , I : 1.00  , P : 19.87  , D : 0.24
V : 19.83  , I : 1.05  , P : 20.83  , D : 0.24
V : 19.83  , I : 1.00  , P : 19.83  , D : 0.24
V : 19.83  , I : 1.15  , P : 22.81  , D : 0.24
V : 19.83  , I : 1.05  , P : 20.83  , D : 0.24
V : 19.87  , I : 0.90  , P : 17.88  , D : 0.24
V : 19.83  , I : 0.90  , P : 17.85  , D : 0.24
V : 19.87  , I : 1.05  , P : 20.86  , D : 0.24
V : 19.87  , I : 1.00  , P : 19.87  , D : 0.24
V : 19.83  , I : 1.00  , P : 19.83  , D : 0.24
V : 19.87  , I : 0.95  , P : 18.88  , D : 0.24
V : 19.87  , I : 1.10  , P : 21.86  , D : 0.24
V : 19.87  , I : 1.05  , P : 20.86  , D : 0.24
V : 19.83  , I : 0.80  , P : 15.87  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 1.10  , P : 21.74  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.73  , I : 1.10  , P : 21.70  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 1.05  , P : 20.75  , D : 0.25
V : 19.73  , I : 1.15  , P : 22.69  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 1.10  , P : 21.74  , D : 0.25
V : 19.73  , I : 0.90  , P : 17.76  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.15  , P : 22.61  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.75  , P : 14.75  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.85  , P : 16.54  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.85  , P : 16.71  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.85  , P : 16.71  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.90  , P : 17.79  , D : 0.25
V : 19.73  , I : 1.05  , P : 20.72  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 0.95  , P : 18.78  , D : 0.25
V : 19.77  , I : 1.10  , P : 21.74  , D : 0.25
V : 19.73  , I : 1.05  , P : 20.72  , D : 0.25
V : 19.73  , I : 1.00  , P : 19.73  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.80  , I : 0.95  , P : 18.81  , D : 0.25
V : 19.77  , I : 1.10  , P : 21.74  , D : 0.25
V : 19.77  , I : 1.00  , P : 19.77  , D : 0.25
V : 19.77  , I : 0.85  , P : 16.80  , D : 0.25
V : 19.77  , I : 0.80  , P : 15.81  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.45  , I : 0.80  , P : 15.56  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.85  , P : 16.54  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.42  , I : 1.00  , P : 19.42  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.80  , P : 15.73  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.45  , I : 0.80  , P : 15.56  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.42  , I : 0.95  , P : 18.45  , D : 0.26
V : 19.45  , I : 1.15  , P : 22.37  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.35  , I : 1.05  , P : 20.32  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.85  , P : 16.45  , D : 0.26
V : 19.38  , I : 1.10  , P : 21.32  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.85  , P : 16.45  , D : 0.26
V : 19.38  , I : 0.95  , P : 18.42  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.42  , I : 0.95  , P : 18.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 0.85  , P : 16.71  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 1.15  , P : 22.37  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 1.15  , P : 22.61  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.00  , P : 19.66  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 0.95  , P : 18.68  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 1.10  , P : 21.63  , D : 0.25
V : 19.66  , I : 1.05  , P : 20.64  , D : 0.25
V : 19.66  , I : 0.90  , P : 17.70  , D : 0.25
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.80  , P : 15.56  , D : 0.26
V : 19.45  , I : 1.00  , P : 19.45  , D : 0.26
V : 19.45  , I : 1.05  , P : 20.43  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.45  , I : 1.10  , P : 21.40  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.90  , P : 17.51  , D : 0.26
V : 19.45  , I : 0.95  , P : 18.48  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.38  , I : 1.00  , P : 19.38  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.05  , P : 20.32  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 1.05  , P : 20.32  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.38  , I : 0.95  , P : 18.42  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.05  , P : 20.32  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.05  , P : 20.32  , D : 0.26
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 1.05  , P : 20.21  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 1.05  , P : 20.21  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 1.05  , P : 20.21  , D : 0.27
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 0.80  , P : 15.40  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.32  , I : 1.05  , P : 20.28  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 1.00  , P : 19.35  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.38  , I : 1.00  , P : 19.38  , D : 0.26
V : 19.35  , I : 0.90  , P : 17.42  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.35  , I : 0.95  , P : 18.38  , D : 0.26
V : 19.25  , I : 1.00  , P : 19.25  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
V : 19.25  , I : 0.90  , P : 17.32  , D : 0.27
V : 19.25  , I : 0.95  , P : 18.28  , D : 0.27
